"pathway","description","pval","padj","log2err","ES","NES","size","leadingEdge","category"
"GO:0031023","microtubule organizing center organization",2.82151042245859e-05,0.00196229332000037,0.575610261071129,-0.423386296430076,-1.75923503327516,150,"BRCA2;NDC80;C10orf90;AURKA;CDK1;TUBE1;NEK2;KIF3A;PLK1;KIF15;SGO1;CENPJ;PLK4;PCLAF;PKD2;WDR62;HAUS4;CEP295;PLK2;CEP295NL;HAUS8;BRCA1;CDK2;MDM1;CHEK1;PPP1R12A;RBM14;CHORDC1;CCDC102B;CCNL1;CENATAC;SLC16A1;XRCC2;CEP120;GCC2;PARD6B;CEP135;CCNF;CNTLN;XRCC3;CEP131;NDE1;HAUS7;CEP68;HAUS3;CTNNB1;FOXJ1;UBXN2B;RTTN;TRIM37;FBXW5;PDCD6IP;STIL;ITGB1BP2;CEP250;ODF2;CEP152;KAT2B;CDK5RAP2;ARHGEF10",NA
"GO:0045931","positive regulation of mitotic cell cycle",3.58309182483255e-05,0.00246263793419667,0.557332238758646,-0.446826921198286,-1.80952689675527,121,"DDR2;DLGAP5;RRM2;UBE2C;CDC25C;BRCA2;BIRC5;CCNB1;CDC20;AURKA;SKA3;CDK1;ESPL1;CDCA5;DTL;ANXA1;CENPJ;PLCB1;CDC25A;DBF4B;MIR221;MIR222;EGFR;DUSP3;CDC6;NKX3-1","Proliferation"
"GO:0051984","positive regulation of chromosome segregation",4.96515182230792e-05,0.00337283917975847,0.557332238758646,-0.671475239186231,-2.07329464208375,29,"CDCA8;AURKB;BIRC5;CCNB1;SKA3;CDK1;NCAPG;NCAPG2;INCENP;CDC6;NCAPD2","Proliferation"
"GO:0032886","regulation of microtubule-based process",9.18503721885075e-05,0.00602909971151979,0.538434096309916,-0.345494680956009,-1.51800275710273,252,"MID1;TACR1;AURKB;EPHA3;C10orf90;DIAPH3;TPX2;AURKA;SKA3;MAP2;NAV3;PLK1;CENPJ;GNAI1;RIPOR2;PLK4;SPAG5;KIF18A;WDR62;HAUS4;MET;BICD1;SKA2;CEP295;PLK2;CEP295NL;BORA;CDH5;TACR2;HAUS8;CFAP45;MAP1B;BRCA1;GPSM2;MDM1;TACC3;PHLDB1;CKAP2;AKAP9;ODAD2;RBM14;CHORDC1;PKD1;FGF13;DYNC1H1;ADAM7;PHLDB2;CCNL1;PRKAA2;CENATAC;HSPA1A",NA
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint",0.000100527915950765,0.00642618605516628,0.538434096309916,-0.705494604740301,-2.05802436237019,23,"CDCA8;AURKB;BIRC5;CCNB1;NDC80;SKA3;KNL1","Proliferation"
"GO:1903504","regulation of mitotic spindle checkpoint",0.000100527915950765,0.00642618605516628,0.538434096309916,-0.705494604740301,-2.05802436237019,23,"CDCA8;AURKB;BIRC5;CCNB1;NDC80;SKA3;KNL1","Proliferation"
"GO:0007064","mitotic sister chromatid cohesion",0.0001052966537886,0.00651886418793898,0.538434096309916,-0.648675614380228,-2.02782403927061,31,"CDC20;CDCA5;SGO1;BUB1;HASPIN;SLF2;ESCO2;NAA50;SMC5;PDS5B;STAG1;RB1;CHTF8","Proliferation"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition",0.000120200765841661,0.00731471743798941,0.538434096309916,-0.773657581083143,-2.0557090423123,16,"DLGAP5;UBE2C;CDC20;SKA3;ESPL1","Proliferation"
"HIPPO_YAP","HIPPO_YAP",0.000132483574782411,0.00797906230802933,0.518848077743792,-0.706267687855139,-2.036245050069,22,"AMOTL2;LATS2;FAT3;PTPN14;TEAD4;AMOT;FAT4;FAT1;SAV1;MOB1A","Signaling"
"GO:0000082","G1/S transition of mitotic cell cycle",0.000140890003145322,0.0082713510179363,0.518848077743792,-0.356434058504245,-1.54777775845795,221,"DDR2;RRM2;IQGAP3;GTSE1;LATS2;ID4;E2F7;CCNB1;DACT1;CCL2;CDK1;CCNA2;CDK6;ANXA1;CENPJ;PKD2;BCAT1;PLCB1;CDC25A;PRKDC;PLK2;CCNB2;MIR221;MIR222;CDK2;EGFR;KIF14;JADE1;CDC6;CCNB3;CDKN3;CDKN2D;CCNH;PRMT2;KANK2;PKD1;SLFN11;BCL7A;ACTB;MYC;CCND1;DBF4;TFDP1;DPF2;RDX;SKP2;EZH2;RFWD3;PTPN6;RPS27L;DLG1;CCNI;APC;PPP3CA;CCNF;MYO16;LATS1;GPR132;RB1;CCNG2;PHF10;PML;CDC7;LSM10;CCNE1;KHDRBS1;DDX3X;MBLAC1;CDKN1A;CUL4B;SMARCD3;RRM1;TRIAP1;TMEM14B;ATM","Proliferation"
"GO:0061640","cytoskeleton-dependent cytokinesis",0.000138755772307206,0.0082713510179363,0.518848077743792,-0.428609889977454,-1.7255074625611,118,"IQGAP3;CDCA8;KIF20A;AURKB;BIRC5;KIF23;ESPL1;PLK1;NUSAP1;ECT2;ANLN;SPTBN1;CENPA;KIF20B;SNX33;INCENP;CKAP2;RACGAP1;SNX18;SEPTIN9;SEPTIN10;SNX9;EXOC5;ANK3;ZNF365;SEPTIN1;APC;PLEC;CUL7;TMEM250;RASA1;SEPTIN7","Migration"
"GO:1903490","positive regulation of mitotic cytokinesis",0.000141584235158102,0.0082713510179363,0.518848077743792,-0.804573710004056,-2.02402344681279,13,"CDCA8;AURKB;BIRC5;ECT2;KIF20B;INCENP","Proliferation"
"GO:0031589","cell-substrate adhesion",0.000172267937955358,0.00986656170132549,0.518848077743792,-0.329312950871338,-1.48922898692893,325,"CCN2;CCN1;THBS1;PARVA;DAB2;ITGB3;ABI3BP;VCAM1;COL8A1;ITGB4;CDH11;AJUBA;NTN4;EPHA3;ITGB8;LIMCH1;NDNF;POPDC1;DOCK1;FN1;CDK6;RIN2;CCDC80;CD36;VEGFA;ANGPTL3;ITGBL1;EMP2;PTPRK;ANGPT1;RAC3;AXL;PTPRO;MYADM;ITGA4;SDC4;NRP1;CD34;HAS2;EFNA1;SORBS1;PLEKHA2;DUSP3;TRIP6;KIF14;FBLN1;TRIOBP;COL5A3;FOXF1;MMP14;HOXD3;THY1;SFRP1;ACTN1;TYRO3;LAMA5;ACTN4;FERMT2;ITGA3;PKD1;BST1;ITGAM;CDH13;PHLDB2;FUT1;KANK1;HOXA7;ADAMTS12;ITGA2;CX3CL1;EGFLAM;ADAMTS9;STON1;CSF1;SGCE;DOCK5;ARHGAP6;UTRN;ADAM9;S100A10;NF2;HACD1;ONECUT1;PRKCZ;CD44;EDIL3;PIK3R1;COL16A1;SRGAP2;SMAD3","Migration"
"GO:1902412","regulation of mitotic cytokinesis",0.000212998649543859,0.0120809525304391,0.518848077743792,-0.763097454189466,-2.02764940860083,16,"CDCA8;AURKB;BIRC5;ECT2;KIF20B;INCENP","Proliferation"
"GO:0042770","signal transduction in response to DNA damage",0.000230291458198308,0.0129361797961011,0.518848077743792,-0.364104663788177,-1.55324461607655,187,"GTSE1;BRCA2;E2F7;ANKRD1;CDK1;FOXM1;FANCD2;PLK1;DTL;NDRG1;FBXO4;UFL1;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;TFAP4;TWIST1;BARD1;CHEK1;STK33;RHNO1;SPRED1;RPS6KA6;DYRK3;BRIP1;WDR76;BCL3;HIPK2;DDX5;RAD51;MYO6;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CD44;CRY1;RPS27L;ETAA1;MDM4;XPC;SNAI2;MIF;MAP2K6;PML;MDC1;EME1;TIPIN","Signaling"
"GO:1901989","positive regulation of cell cycle phase transition",0.000238806608176303,0.0132867448091997,0.518848077743792,-0.427154345047066,-1.70651004082635,111,"DDR2;DLGAP5;RRM2;UBE2C;CDC25C;BIRC5;CCNB1;CDC20;SKA3;CDK1;ESPL1;CDCA5;DTL;ANXA1;CENPJ;FAM83D;PLCB1;CDC25A;DBF4B;MIR221;MIR222;EGFR;CDC6;DYRK3;PBX1;CCND1;TFDP1;CDC25B;RDX;EZH2;FBXO5","Proliferation"
"GO:0000212","meiotic spindle organization",0.000270442843354124,0.0149049725554225,0.49849310876659,-0.713382811862761,-2.00224677070358,20,"NDC80;ASPM;AURKA;SKA3;ESPL1;SKA2;CCNB2;TUBG1;MYH9;FBXO5;SEPTIN1","Proliferation"
"GO:0031570","DNA integrity checkpoint signaling",0.000329713043933115,0.0178350333579375,0.49849310876659,-0.394315728644436,-1.62136209792261,137,"GTSE1;BRCA2;E2F7;CDK1;FANCD2;PLK1;DTL;FBXO4;UFL1;CDC45;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;BARD1;CHEK1;CDC6;STK33;CDT1;RHNO1;BRIP1;WDR76;RAD51;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CRY1;RPS27L;ETAA1","Signaling"
"GO:0044771","meiotic cell cycle phase transition",0.000369089141815932,0.018914199706041,0.49849310876659,-0.782054478191731,-1.96737300866694,13,"CDC25C;TTK;ZWINT;CDC20;NDC80;KNL1;CDC25A;CCNB2;PKMYT1","Proliferation"
"GO:0050853","B cell receptor signaling pathway",0.000373125677863024,0.0189547844354416,0.49849310876659,0.57260522475144,1.79696240989657,55,"IGHA1;IGHM;IGHA2;TEC;KLHL6;IGHE;IGHG4;CD22;LCK;GCSAM;NFATC2;VAV3;CD38;CTLA4;STAP1;PRKCH;CD300A","Signaling"
"GO:0045005","DNA-templated DNA replication maintenance of fidelity",0.000379269645509097,0.0191008040436564,0.49849310876659,-0.514594651330826,-1.82843796592958,57,"BRCA2;POLQ;EXO1;TRAIP;NBN;NUCKS1;BRCA1;BARD1;SAMHD1;MMS22L;FAM111A;RAD50;SLFN11;RAD51;RFWD3;ETAA1;FANCM;ZNF365;POLD1;EME1;EXD2;TIPIN","Proliferation"
"GO:0046068","cGMP metabolic process",0.000387562040327974,0.0193516020478292,0.49849310876659,0.776371369884384,1.89363555434914,16,"NPPC;GUCY2D;PDE2A;GUCY2C;GUCY1A1;PDE1A;GUCY2F;GUCY1B1;NPR1","Metabolism"
"GO:0044839","cell cycle G2/M phase transition",0.000405643181032851,0.0200827751152027,0.49849310876659,-0.376632417534314,-1.56858179723324,153,"CDC25C;AURKB;BIRC5;CCNB1;NDC80;AURKA;CDK1;FOXM1;PLK1;CCNA2;DTL;CDK6;PLCB1;TPD52L1;NBN;CDC25A;DBF4B;KCNH5;RNASEH2B;CCNB2;MELK;TICRR;PKMYT1;BRCA1;CDK2;BARD1;KIF14;CHEK1;CDC6;DYRK3;MASTL;CENPF;RAD50;PBX1;BABAM2;CCND1;CDC25B;SKP2;FBXO5;CDK14;ETAA1","Proliferation"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",0.000500444899227304,0.0243633258440492,0.477270815362862,0.487764378755716,1.68997389535673,107,"FRRS1L;NPTX1;CPLX1;SHISA6;GRID1;SYT17;GSG1L;TMEM108;ERBB4;CACNG7;HPCA;SUSD4;CACNG4;GHSR;NETO2;NSG2;OLFM1;RAPSN;SLC12A5;CACNG8;STX1B;STX3;LGI1;ARC;GPHN;CACNA2D2;NCDN;IGSF11;GRID2IP","Signaling"
"GO:0045814","negative regulation of gene expression, epigenetic",0.000507145382127363,0.0244854820032071,0.477270815362862,-0.357296349711031,-1.51001215413803,174,"H2AC4;H1-0;H2AL3;H2AC16;H2AC8;H2AC13;ARB2A;H2AC21;HELLS;PHF19;HDAC9;H2AC20;H2AC12;CBX5;LMNB1;H2AP;UHRF1;SMARCAD1;BRCA1;CDK2;WT1;CHEK1;FKBP6;MACROH2A2;H2AC15;H2AC18;H2AZ2;MOV10L1;HMGB1;MYC;H2AX;H2AC11;EZH2;H2AZ1;H2AC25;KDM5A;CENPV;SCMH1;LMNB2;BAZ1A;H2AC7;RB1;YTHDC1;L3MBTL3;SPEN;PRMT5;LMNA;HNRNPU;USP7;PHF2;ATF7IP;SMARCA5;TRIM37;EED;HDAC6;LBR","Transcription"
"GO:0090307","mitotic spindle assembly",0.000513204805344614,0.0245749383018298,0.477270815362862,-0.472938261652559,-1.76028474275698,73,"CDCA8;AURKB;BIRC5;KIFC1;MYBL2;CDC20;KIF23;TPX2;NEK2;PLK1;KIF15;RIPOR2;UHRF1;MZT1;INCENP","Proliferation"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway",0.000531403023869848,0.025035939237481,0.477270815362862,0.392635577848283,1.50424135408801,278,"IGHA1;IGHM;IGHA2;TEC;CLEC7A;CD40;KLHL6;TRAT1;F2RL1;CCR7;IGHE;CMKLR1;CEACAM1;IGHG4;CLEC12B;COLEC11;CD8A;CD22;LCK;CD8B;NOD2;TLR5;GCSAM;NFATC2;INPP5D;HHLA2;PIK3AP1;LBP;CD247;VAV3;TNFRSF21;PSG9;CD24;HLA-G;CD33;FCHO1;CARD11;CD38;CTLA4;STAP1;MYO1G;FPR1;PRKCH;FCGR1A;CD300A;NCR3;SLC39A6;LY96;LILRA4;VAV1;FPR2;C3AR1;LAX1;PLCG2;NCKAP1L;SKAP1;DUSP22;TRAC;BTN3A3;HLA-A;KIT;BTN3A1;FGR;PELI1;PIGR;BTN3A2;SPG21;FCER1G;MICB;TXK;FOXP3;MIR708;BMX;BLNK;ELF1;NFAM1","Signaling"
"GO:0060252","positive regulation of glial cell proliferation",0.000828287942159156,0.0348119291949194,0.477270815362862,-0.65445604476591,-1.90913789443434,23,"GFAP;IL6;VEGFC;MIR125B1;UFL1;MIR221;MIR222;EGFR;LTA","Proliferation"
"GO:0000086","G2/M transition of mitotic cell cycle",0.000914147010175175,0.0376087805172068,0.477270815362862,-0.381973397876723,-1.56929861287113,136,"CDC25C;AURKB;BIRC5;CCNB1;AURKA;CDK1;FOXM1;PLK1;CCNA2;DTL;CDK6;PLCB1;TPD52L1;NBN;CDC25A;DBF4B;KCNH5;RNASEH2B;MELK;TICRR;PKMYT1;BRCA1;CDK2;BARD1;KIF14;CHEK1;CDC6;MASTL;CENPF;RAD50;PBX1;BABAM2;CCND1;CDC25B;SKP2;FBXO5;CDK14;ETAA1","Proliferation"
"GO:0090306","meiotic spindle assembly",0.000970501227856279,0.0396480291827719,0.477270815362862,-0.746991234269587,-1.91922984467711,14,"NDC80;ASPM;AURKA;SKA3;SKA2;CCNB2","Proliferation"
"GO:0090232","positive regulation of spindle checkpoint",0.00104760828481257,0.0425008861102431,0.45505986738723,-0.757604962281555,-1.90586665710449,13,"CDCA8;AURKB;BIRC5;NDC80;KNL1;INCENP;MAD2L1;MAD1L1;XRCC3","Proliferation"
"GO:0044786","cell cycle DNA replication",0.00109071628698347,0.0427648627419961,0.45505986738723,-0.52522371576967,-1.76897574840207,44,"BRCA2;E2F7;TK1;E2F8;GINS1;CDC45;DBF4B;FEN1;CDT1;MCM6;DACH1;RAD51;DBF4;FBXO5;MCM4;CDC7;TIPIN;GMNN;MCM3;DNA2;TERF1;PCNA","Proliferation"
"GO:0051053","negative regulation of DNA metabolic process",0.00108604914579235,0.0427648627419961,0.45505986738723,-0.391065728423362,-1.59213306906378,127,"H1-0;H1-5;H1-3;KCNK2;ANKRD1;H1-2;POLQ;H1-4;PLK1;PIF1;AUNIP;NBN;MIR221;TWIST1;CHEK1;CDC6;XRCC1;PARPBP;CDT1;H1-10;DACH1;RAD50;SLFN11;STN1;H1-1;FBXO5;NIBAN2;FANCB","Metabolism"
"GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore",0.00107863684176598,0.0427648627419961,0.45505986738723,-0.800012914954764,-1.87744437823498,10,"CDCA8;AURKB;BIRC5;CDK1;INCENP","Proliferation"
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore",0.00115377342662081,0.0449356290554586,0.45505986738723,-0.771002235641553,-1.85691606115407,11,"CDCA8;AURKB;BIRC5;CCNB1;INCENP","Proliferation"
"GO:0000077","DNA damage checkpoint signaling",0.00116831125931007,0.0452004925621816,0.45505986738723,-0.391766085123128,-1.59711536457786,128,"GTSE1;BRCA2;E2F7;CDK1;FANCD2;PLK1;DTL;FBXO4;UFL1;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;BARD1;CHEK1;STK33;RHNO1;BRIP1;WDR76;RAD51;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CRY1;RPS27L;ETAA1","Signaling"
"GO:0006577","amino-acid betaine metabolic process",0.00120957226060214,0.0464889549107744,0.45505986738723,-0.704415632849422,-1.90026241653294,17,"ALDH7A1;BHMT;CHDH;CPT1B;ACADM;BBOX1;CPT1A;CPT1C;SHMT1;SLC22A4","Metabolism"
"GO:0031507","heterochromatin formation",0.00123028792880304,0.046976092026584,0.45505986738723,-0.37519880846391,-1.54933051433381,144,"H2AC4;H1-0;H2AL3;H2AC16;H2AC8;H2AC13;ARB2A;H2AC21;HELLS;H2AC20;H2AC12;CBX5;LMNB1;H2AP;UHRF1;SMARCAD1;BRCA1;CDK2;FKBP6;MACROH2A2;H2AC15;H2AC18;H2AZ2;MOV10L1;HMGB1;H2AX;H2AC11;EZH2;H2AZ1;H2AC25;KDM5A;CENPV;SCMH1;LMNB2;BAZ1A;H2AC7;RB1;YTHDC1;L3MBTL3;SPEN;LMNA;HNRNPU","Transcription"
"GO:0070507","regulation of microtubule cytoskeleton organization",0.00137175739328663,0.0497751968421149,0.45505986738723,-0.360385452257434,-1.51432146874088,163,"MID1;AURKB;EPHA3;DIAPH3;TPX2;SKA3;MAP2;NAV3;PLK1;CENPJ;GNAI1;RIPOR2;SPAG5;KIF18A;HAUS4;MET;BICD1;SKA2;BORA;CDH5;HAUS8;MAP1B;GPSM2;TACC3;PHLDB1;CKAP2;AKAP9;PKD1;FGF13;DYNC1H1;PHLDB2;PRKAA2;HSPA1A","Migration"
